UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
129659,GOF,6/28/2014 10:54,5.77,0.33,11.79,0.13,0.99,0.22,3.76,9.50,0.76,0.64,3.77,,,25.86,0.17,13.13,,
129660,MCQ,6/28/2014 10:40,1.69,2.58,154.15,2.42,4.71,0.07,4.08,97.88,3.17,4.42,22.36,,,112.04,0.04,14.63,,
129661,GOF,7/12/2014 10:25,5.53,0.44,16.47,0.18,1.12,0.20,3.69,13.40,0.84,0.90,4.92,,,67.70,0.19,13.80,,
129662,MCQ,7/12/2014 10:10,2.26,2.77,175.82,2.69,4.75,0.08,3.49,112.24,3.78,4.93,22.54,,,80.46,0.00,17.30,,
129663,GOF,7/19/2014 10:35,6.21,0.35,15.10,0.10,0.98,0.26,4.15,12.27,0.80,0.85,4.58,,,39.15,0.22,12.80,,
129664,MCQ,7/19/2014 10:50,2.12,2.80,175.52,2.72,4.74,0.07,3.43,111.82,3.76,4.93,22.26,,,75.80,0.00,14.97,,
129665,GOF,7/26/2014 11:25,3.16,0.40,19.19,0.17,1.14,0.15,4.80,15.51,0.91,1.00,5.37,,,51.11,0.17,26.81,,
129666,MCQ,7/26/2014 11:40,1.69,2.42,144.06,2.29,4.27,0.07,3.95,92.91,3.04,4.08,20.06,,,79.91,0.05,16.80,,
129785,LMP72,8/5/2014 9:37,5.83,0.37,25.71,0.15,1.08,0.26,4.49,16.83,1.03,1.61,8.48,7.07,2.20,22.52,0.20,24.05,604.90,
129786,WHB01,8/5/2014 10:33,4.77,0.79,48.48,0.63,2.58,0.18,3.80,33.59,1.49,8.63,28.61,7.65,,12.55,0.15,17.71,1138.47,
129787,SBM0.2,8/5/2014 11:28,1.19,0.07,6.00,0.01,1.20,0.04,3.28,3.50,0.03,0.52,1.69,5.05,,2.50,0.06,2.00,,
129788,DCF03,8/5/2014 11:03,7.68,0.39,9.49,0.11,0.52,0.35,4.57,6.36,0.23,0.96,4.15,6.61,,14.12,0.27,8.07,,
130025,LMP72,8/12/2014 10:01,5.81,0.42,30.09,0.14,1.23,,,19.49,1.19,1.93,8.95,7.09,0.81,13.57,0.27,2.00,1146.06,
130026,WHB01,8/12/2014 10:22,1.67,1.07,50.10,1.03,3.16,0.08,4.58,33.86,1.45,8.13,13.48,7.57,,5.76,0.04,13.20,1500.47,
130041,DCF03,8/12/2014 14:34,6.92,0.40,8.76,0.14,0.56,,,6.18,0.28,0.93,3.81,6.70,,9.50,0.24,6.00,,
130043,SBM0.2,8/12/2014 15:10,1.09,0.04,10.19,0.05,0.78,0.02,1.66,5.39,0.44,0.99,3.41,5.07,,10.00,-0.02,2.00,,
130046,TPB,8/11/2014 12:15,3.84,,4.16,0.02,0.81,0.16,4.14,1.79,0.20,0.47,2.09,6.07,,2.50,,2.00,,
130047,DCF03,8/13/2014 20:00,9.41,0.36,6.46,0.08,0.58,0.43,4.60,3.95,0.49,0.66,2.55,,,51.10,0.23,12.21,,
130054,BDC0.30,8/13/2014 0:05,2.35,5.79,23.70,5.52,9.92,,,15.57,8.65,7.08,36.22,,12.18,2.50,0.27,52.33,,
130055,BDC0.30,8/13/2014 1:30,2.03,5.75,23.37,5.35,9.79,,,15.70,8.70,7.11,46.63,,,11.70,0.39,60.50,,
130056,BDC0.30,8/13/2014 3:00,1.71,5.70,23.77,5.53,9.85,,,15.69,8.59,7.10,35.95,,2.69,2.50,0.17,47.16,,
130057,BDC0.30,8/13/2014 4:30,1.99,5.75,23.42,5.44,9.86,,,15.50,8.57,7.05,39.22,,6.19,6.25,0.31,55.17,,
130058,BDC0.30,8/13/2014 6:00,1.91,5.82,23.40,5.51,9.79,,,15.43,8.56,7.04,38.55,,2.00,2.50,0.30,47.66,,
130059,BDC0.30,8/13/2014 7:30,3.76,4.77,20.61,4.49,8.27,,,13.58,7.88,6.10,39.75,,,2.50,0.28,59.34,,
130060,BDC0.30,8/13/2014 9:00,7.41,3.00,15.79,,5.65,,,10.73,6.87,4.78,33.08,,46.08,5.12,-0.81,76.02,,
130061,BDC0.30,8/13/2014 10:30,8.69,2.80,14.92,2.40,5.29,,,10.39,6.56,4.80,34.89,,,2.50,0.40,102.04,,
130062,BDC0.30,8/13/2014 12:05,7.00,2.18,20.02,2.08,4.74,,,15.18,5.71,4.49,31.28,,43.89,16.45,0.08,108.38,,
130063,BDC0.30,8/13/2014 13:30,9.50,2.30,14.30,1.85,4.39,,,9.84,6.19,4.53,32.23,,,11.62,0.44,132.23,,
130064,BDC0.30,8/13/2014 15:00,12.55,1.78,13.24,1.21,3.38,,,8.91,5.97,4.14,28.11,,43.36,22.00,0.54,122.72,,
130065,BDC0.30,8/13/2014 16:30,14.36,0.96,8.96,0.35,1.86,,,5.76,4.58,2.48,15.85,,,16.23,0.59,107.54,,
130066,BDC0.30,8/13/2014 18:00,16.55,0.96,10.26,0.12,2.15,,,6.11,6.43,2.26,12.35,,98.84,27.06,0.82,134.90,,
130067,BDC0.30,8/13/2014 19:30,18.68,1.08,10.12,0.11,2.15,,,6.23,7.64,2.13,10.60,,,33.66,0.93,174.77,,
130068,BDC0.30,8/13/2014 21:00,20.98,1.30,9.99,0.13,2.01,,,6.31,10.40,2.13,10.20,,19.09,49.74,1.13,286.36,,
130069,BDC0.30,8/13/2014 22:30,24.27,1.42,10.54,0.16,2.23,,,7.18,11.15,2.26,11.25,,,54.26,1.20,261.01,,
130070,BDC0.30,8/14/2014 0:05,15.31,0.75,11.41,0.09,1.40,,,8.73,4.58,1.66,9.72,,38.79,31.40,0.63,146.58,,
130071,BDC0.30,8/14/2014 1:30,24.71,1.06,9.27,0.08,1.90,,,6.72,6.90,2.29,12.85,,,30.45,0.94,132.57,,
130072,BDC0.30,8/14/2014 3:00,24.58,1.00,8.65,0.08,1.78,,,6.19,5.95,2.20,12.66,,8.89,15.67,0.90,119.89,,
130073,BDC0.30,8/14/2014 4:30,25.62,0.99,8.76,0.10,1.70,,,6.40,5.68,2.33,13.64,,,20.47,0.87,117.22,,
130074,BDC0.30,8/14/2014 6:00,26.22,1.02,8.39,0.10,1.63,,,6.10,5.25,2.28,13.42,,6.73,21.38,0.90,116.05,,
130075,BDC0.30,8/14/2014 7:30,19.47,0.90,8.78,0.13,1.64,,,6.30,4.52,2.36,13.75,,,28.46,0.73,117.39,,
130076,BDC0.30,8/14/2014 9:00,25.32,1.06,8.42,0.14,1.54,,,6.23,5.00,2.37,14.27,,5.50,25.95,0.89,118.55,,
130077,BDC0.30,8/14/2014 10:30,26.48,1.07,8.57,0.16,1.53,,,6.47,5.08,2.50,15.11,,,29.37,0.89,123.56,,
130078,SBM0.2,8/13/2014 12:05,1.99,0.15,5.78,0.01,1.09,0.03,1.58,3.56,0.12,0.41,1.07,,,2.50,0.14,16.30,,
130079,SBM0.2,8/13/2014 13:00,2.17,0.04,6.16,0.00,1.18,0.03,1.40,3.77,0.09,0.43,0.86,,,9.83,0.02,11.46,,
130080,SBM0.2,8/13/2014 14:00,1.80,0.04,5.99,0.01,1.17,0.03,1.88,3.80,0.12,0.54,1.78,,,2.50,0.03,11.46,,
130081,SBM0.2,8/13/2014 15:00,1.61,0.04,5.88,0.00,1.19,0.03,1.60,3.75,0.08,0.50,1.19,,,2.50,0.03,13.97,,
130082,SBM0.2,8/13/2014 16:00,2.01,0.04,5.60,0.00,1.08,0.05,2.45,3.38,0.19,0.42,0.89,,,2.50,0.03,9.96,,
130083,SBM0.2,8/13/2014 17:00,1.83,0.04,5.64,0.00,1.06,0.04,2.13,3.46,0.17,0.44,1.12,,,2.50,0.03,12.97,,
130084,SBM0.2,8/13/2014 18:00,2.08,0.04,11.42,0.04,1.31,0.05,2.43,9.26,0.31,0.78,2.84,,,2.50,-0.01,10.96,,
130085,SBM0.2,8/13/2014 19:00,5.89,0.17,4.97,0.00,0.83,0.22,3.67,2.33,0.44,0.26,0.73,,,2.50,0.17,9.30,,
130086,SBM0.2,8/13/2014 20:00,6.73,0.20,6.55,0.01,0.89,0.24,3.61,4.26,0.37,0.39,1.38,,,2.50,0.19,13.30,,
130087,SBM0.2,8/13/2014 21:00,6.46,0.17,4.89,0.00,0.87,0.22,3.38,2.49,0.20,0.25,0.68,,,2.50,0.17,10.96,,
130088,SBM0.2,8/13/2014 22:00,5.78,0.17,4.92,0.00,0.92,0.19,3.32,2.51,0.17,0.26,0.68,,,2.50,0.17,10.30,,
130089,SBM0.2,8/13/2014 23:00,5.78,0.15,5.08,0.00,0.96,0.17,3.01,2.65,0.13,0.27,0.71,,,2.50,0.15,11.96,,
130090,SBM0.2,8/14/2014 0:05,5.23,0.20,8.83,0.03,1.11,0.17,3.24,6.67,0.25,0.50,1.96,,,5.13,0.17,15.13,,
130091,SBM0.2,8/14/2014 1:00,5.10,0.14,5.38,0.00,1.04,0.16,3.08,2.94,0.09,0.29,0.87,,,2.50,0.14,9.63,,
130092,SBM0.2,8/14/2014 2:00,5.06,0.14,5.32,0.00,1.04,0.14,2.72,2.89,0.08,0.31,0.86,,,2.50,0.14,10.46,,
130093,SBM0.2,8/14/2014 3:00,4.85,0.14,5.45,0.00,1.09,0.13,2.78,3.00,0.08,0.28,0.74,,,2.50,0.13,10.80,,
130094,SBM0.2,8/14/2014 4:00,4.44,0.13,5.50,0.00,1.10,0.12,2.81,3.13,0.05,0.28,0.83,,,2.50,0.13,11.46,,
130095,SBM0.2,8/14/2014 5:00,4.21,0.12,5.65,0.00,1.09,0.11,2.67,3.14,0.08,0.28,0.73,,,2.50,0.12,11.80,,
130096,SBM0.2,8/14/2014 6:00,3.98,0.12,5.54,0.00,1.13,0.11,2.84,3.19,0.07,0.34,0.80,,,2.50,0.12,27.98,,
130097,SBM0.2,8/14/2014 7:00,4.07,0.12,5.90,0.00,1.15,0.11,2.67,3.39,0.07,0.35,0.84,,,2.50,0.12,15.13,,
130098,SBM0.2,8/14/2014 8:00,3.82,0.12,5.67,0.00,1.14,0.10,2.63,3.29,0.07,0.30,0.74,,,2.50,0.12,13.13,,
130099,SBM0.2,8/14/2014 9:00,3.66,0.12,5.61,0.00,1.16,0.10,2.62,3.24,0.06,0.29,0.71,,,2.50,0.12,10.80,,
130100,SBM0.2,8/14/2014 10:00,3.59,0.12,5.90,0.00,1.17,0.09,2.56,3.44,0.08,0.30,0.76,,,2.50,0.12,10.80,,
130101,SBM0.2,8/14/2014 11:00,3.18,0.17,8.87,0.03,1.26,0.09,2.81,6.77,0.22,0.52,1.92,,,8.27,0.13,14.80,,
130119,BDC0.30,8/14/2014 12:59,23.51,1.14,9.06,0.24,1.37,1.15,4.89,5.77,4.66,2.42,16.32,,,29.57,0.87,147.85,,
130122,LMP72,8/13/2014 0:05,9.61,0.37,30.74,0.13,1.21,0.26,2.66,19.53,1.16,1.77,7.82,,,22.76,0.22,55.14,,
130123,LMP72,8/13/2014 2:30,6.90,0.35,30.19,0.14,1.21,0.22,3.25,19.50,1.21,1.78,7.88,,,11.62,0.19,21.87,,
130124,LMP72,8/13/2014 5:00,6.83,0.35,29.76,0.14,1.19,0.24,3.47,19.41,1.76,1.79,7.89,,,12.66,0.19,16.61,,
130125,LMP72,8/13/2014 7:30,6.49,0.35,29.74,0.14,1.18,0.23,3.48,19.31,1.21,1.76,7.82,,,15.76,0.20,13.77,,
130126,LMP72,8/13/2014 10:00,6.63,0.34,29.88,0.14,1.18,0.22,3.33,19.37,1.27,1.76,7.67,,,11.60,0.19,15.95,,
130127,LMP72,8/13/2014 12:30,6.38,0.35,29.80,0.14,1.21,0.23,3.53,19.34,1.12,1.75,7.82,,,14.75,0.19,13.77,,
130128,LMP72,8/13/2014 15:00,5.48,0.31,29.86,0.15,1.19,0.22,3.96,19.38,1.32,1.77,7.86,,,2.50,0.15,11.36,,
130129,LMP72,8/13/2014 17:30,6.56,0.37,29.51,0.14,1.18,0.22,3.29,19.14,1.63,1.75,7.81,,,14.46,0.21,12.45,,
130130,LMP72,8/13/2014 20:00,6.12,0.35,29.08,0.15,1.16,0.21,3.48,18.93,1.16,1.73,7.75,,,12.23,0.19,13.98,,
130131,LMP72,8/13/2014 22:30,6.04,0.39,28.16,0.15,1.15,0.21,3.55,18.30,1.21,1.76,7.79,,,12.69,0.22,14.20,,
130132,LMP72,8/14/2014 1:00,6.12,0.39,27.26,0.17,1.14,0.22,3.57,17.70,1.22,1.71,7.56,,,11.22,0.20,14.64,,
130133,LMP72,8/14/2014 3:30,6.46,0.41,25.26,0.17,1.09,0.24,3.67,16.53,1.24,1.67,7.60,,,9.70,0.23,10.26,,
130134,LMP72,8/14/2014 6:00,8.31,0.47,22.42,0.18,1.06,0.31,3.69,14.72,2.10,1.72,7.35,,,10.26,0.28,29.75,,
130135,LMP72,8/14/2014 8:30,8.89,0.45,23.01,0.16,1.12,0.34,3.83,15.16,1.57,1.62,7.16,,,13.25,0.27,18.14,,
130136,LMP72,8/14/2014 11:00,9.46,0.50,23.41,0.16,1.13,0.35,3.73,15.41,1.58,1.58,7.09,,,8.57,0.32,26.24,,
130137,LMP72,8/14/2014 13:30,6.05,0.79,23.26,0.15,1.09,0.32,5.34,15.30,1.33,1.55,6.96,,,5.43,0.63,23.40,,
130138,LMP72,8/14/2014 16:00,8.77,0.40,22.25,0.15,1.25,0.32,3.64,14.68,1.31,1.43,6.56,,,2.50,0.25,16.61,,
130139,LMP72,8/14/2014 18:30,9.19,0.40,22.25,0.17,1.08,0.33,3.60,15.90,2.18,1.46,5.34,,,2.50,0.22,13.98,,
130140,LMP72,8/14/2014 21:00,8.82,0.40,29.72,0.14,1.20,0.33,3.71,20.19,1.23,1.81,7.30,,,2.50,0.26,12.45,,
130141,LMP72,8/14/2014 23:30,8.91,0.40,21.63,0.13,1.22,0.34,3.87,14.31,1.25,1.34,6.29,,,2.50,0.27,9.61,,
130142,LMP72,8/15/2014 2:00,8.01,0.37,22.33,0.15,1.25,0.36,4.52,14.79,1.35,1.44,6.64,,,2.50,0.21,9.83,,
130143,LMP72,8/15/2014 4:30,8.94,0.40,21.12,0.12,1.21,0.37,4.19,13.85,1.26,1.35,6.45,,,6.21,0.26,10.26,,
130144,LMP72,8/15/2014 7:00,9.17,0.40,20.09,0.11,1.14,0.36,3.93,13.23,1.48,1.33,6.48,,,2.50,0.29,9.83,,
130145,LMP72,8/15/2014 9:15,8.07,0.36,19.89,0.11,1.10,0.37,4.64,13.02,1.11,1.31,6.37,,,7.92,0.24,5.89,,
130184,HBF,8/16/2014 14:45,2.58,0.10,3.15,,0.91,0.08,2.90,0.91,0.03,0.27,1.16,5.65,,2.50,0.03,2.00,,
130233,TPB,6/18/2014 12:15,,,,,,,,,,,,,,,,,,
130392,LMP72,8/19/2014 9:44,7.57,0.38,19.39,0.12,0.87,,,14.19,0.77,1.22,6.15,6.84,0.80,19.10,0.25,7.24,745.69,
130393,WHB01,8/19/2014 10:34,2.28,0.94,53.62,0.87,2.93,,,35.29,1.48,8.09,14.69,7.65,,9.79,0.05,16.43,,
130394,SBM0.2,8/19/2014 11:22,1.14,0.04,8.09,0.02,1.18,,,3.48,0.06,0.51,1.84,5.15,,2.50,0.02,4.76,,
130395,DCF03,8/19/2014 11:03,7.41,0.33,8.35,0.09,0.54,,,5.49,0.21,0.89,3.48,6.64,,7.03,0.23,4.02,,
130643,LMP72,8/26/2014 9:35,5.73,0.38,23.04,0.13,1.01,0.24,4.25,16.84,0.94,1.36,7.00,6.95,0.80,23.13,0.23,2.00,,
130644,WHB01,8/26/2014 10:36,2.21,0.93,56.82,0.91,3.04,0.07,3.35,36.13,1.58,8.19,13.84,7.58,,5.66,0.02,17.17,10457.85,
130645,SBM0.2,8/26/2014 11:24,1.03,0.04,5.81,0.01,1.22,0.02,1.80,3.41,0.10,0.51,1.31,4.27,,8.97,0.02,2.00,,
130646,DCF03,8/26/2014 11:06,6.39,0.32,8.87,0.13,0.55,0.31,4.88,5.93,0.27,0.91,3.59,6.65,,5.42,0.19,4.76,,
130778,LMP72,9/2/2014 9:40,4.54,0.51,27.39,0.22,1.31,0.21,4.67,20.46,1.09,1.66,8.74,7.08,4.15,54.69,0.23,8.48,2098.17,
130779,WHB01,9/2/2014 10:42,1.72,1.00,57.45,0.93,3.35,0.07,3.98,38.57,1.76,8.46,13.00,7.62,,2.50,0.06,14.94,2244.00,
130780,SBM0.2,9/2/2014 11:31,0.97,0.04,5.53,0.01,1.22,0.02,1.90,3.32,0.06,0.58,1.23,5.07,,2.50,0.02,2.00,,
130781,DCF03,9/2/2014 11:10,6.55,0.38,8.79,0.16,0.62,0.28,4.24,6.16,0.38,1.00,3.94,6.50,,5.61,0.21,6.50,,
130945,LMP72,9/9/2014 9:56,9.39,0.45,25.97,,1.39,0.21,2.23,17.43,1.92,1.48,10.26,7.07,0.74,27.64,0.31,2.00,2348.12,
130946,WHB01,9/9/2014 10:11,1.88,1.17,54.88,1.09,3.35,0.07,3.68,36.41,1.60,8.35,17.35,7.71,,2.50,0.08,11.69,2059.57,
130961,DCF03,9/9/2014 13:20,7.06,0.38,11.26,0.11,0.58,0.27,3.86,6.39,0.43,0.95,4.20,6.85,,8.59,0.27,2.00,,
130963,SBM0.2,9/9/2014 13:42,1.05,0.04,7.64,0.02,1.14,0.03,2.69,3.28,0.09,0.67,2.02,5.06,,2.50,0.02,2.00,,
130978,BEF,7/3/2014 14:00,1.86,0.08,3.22,0.02,0.50,0.07,4.00,1.59,0.10,0.20,1.89,,,16.28,0.04,4.27,,
130979,BEF,7/10/2014 12:00,1.28,0.04,2.94,0.02,0.40,0.07,5.43,1.48,0.09,0.14,1.55,,,7.25,0.01,2.00,,
130980,BEF,7/24/2014 11:00,2.77,0.12,3.21,0.02,0.63,0.11,3.89,1.20,0.28,0.25,2.47,,,17.51,0.08,2.00,,
130981,BEF,7/30/2014 12:00,2.67,0.10,3.22,0.03,0.65,0.09,3.43,1.31,0.29,0.24,2.44,,,10.28,0.06,2.00,,
130982,BEF,8/6/2014 13:30,1.83,0.10,3.18,0.04,0.67,0.06,3.32,1.42,0.32,0.27,2.75,,,15.06,0.05,2.00,,
130983,BEF,8/14/2014 9:45,3.60,0.15,3.07,0.02,0.40,0.15,4.17,1.59,0.11,0.18,1.73,,,18.11,0.12,6.00,,
130984,BEF,8/27/2014 16:30,1.26,0.09,3.05,0.02,0.48,0.05,3.89,1.84,0.17,0.21,2.24,,,14.00,0.06,2.00,,
130985,BEF,9/4/2014 16:45,1.88,0.17,,,0.88,0.05,2.57,,0.61,0.59,3.92,,,16.59,0.10,9.73,,
130986,TPB,9/8/2014 15:45,3.24,0.15,4.14,0.01,0.78,0.19,5.73,1.81,0.27,0.47,1.98,6.40,,17.91,0.12,2.00,,
131127,BDC0.30,9/10/2014 12:06,1.50,5.88,24.99,5.67,9.81,0.06,3.73,13.86,8.15,6.12,38.07,,,41.49,0.17,29.50,,
131178,LMP72,9/16/2014 9:40,6.51,0.93,36.69,0.32,1.55,0.18,2.82,23.34,2.19,2.23,9.97,7.05,0.56,56.82,0.56,5.53,1432.68,
131179,WHB01,9/16/2014 10:30,1.43,1.23,57.38,1.07,3.74,0.05,3.67,37.23,1.61,8.95,27.88,7.63,,23.04,0.13,4.91,2859.48,
131180,SBM0.2,9/16/2014 11:15,1.00,0.12,5.86,0.02,1.39,0.02,1.92,3.94,0.12,0.95,1.71,5.04,,26.44,0.07,2.00,,
131181,DCF03,9/16/2014 10:56,5.29,0.34,9.17,0.13,0.64,0.21,4.02,6.12,0.40,0.97,3.87,6.79,,5.79,0.21,6.78,,
131188,GOF,8/2/2014 11:25,5.70,0.37,13.24,0.18,0.95,,,9.32,0.67,0.83,4.37,,,28.90,0.16,4.28,,
131189,MCQ,8/2/2014 11:45,1.65,2.89,175.21,2.54,4.62,,,97.85,3.34,4.98,23.93,,,118.05,0.23,6.78,,
131190,GOF,8/9/2014 10:40,3.69,0.39,18.17,0.23,1.17,,,12.55,0.85,1.05,5.37,,,2.50,0.16,4.28,,
131191,MCQ,8/9/2014 10:55,1.34,3.13,174.44,2.80,4.79,,,97.31,3.33,5.04,23.01,,,85.71,0.25,4.70,,
131192,GOF,8/17/2014 10:30,6.17,0.41,11.73,0.18,0.93,,,8.16,0.70,0.78,4.25,,,34.95,0.20,4.07,,
131193,MCQ,8/17/2014 10:50,1.40,3.02,176.94,2.72,4.76,,,98.72,3.39,5.03,23.48,,,68.95,0.24,2.00,,
131194,GOF,8/23/2014 11:10,4.68,0.39,16.18,0.19,1.10,0.08,1.74,11.17,0.79,0.98,5.21,,,64.35,0.14,5.32,,
131195,MCQ,8/23/2014 11:25,1.91,2.86,,,,0.05,2.71,,,,,,,72.97,,5.32,,
131196,GOF,8/30/2014 10:25,3.95,0.43,18.26,0.23,1.18,,,12.59,0.86,1.05,5.32,,,37.86,0.17,11.17,,
131197,MCQ,8/30/2014 10:46,1.23,3.06,171.94,2.77,4.76,,,95.82,3.24,4.97,22.71,,,67.15,0.22,4.49,,
131198,GOF,9/7/2014 8:55,3.14,0.44,20.52,0.24,1.27,0.12,3.71,14.10,1.00,1.15,5.71,,,34.23,0.16,5.95,,
131199,MCQ,9/7/2014 9:10,1.75,2.79,164.63,2.46,4.47,0.09,5.01,92.61,3.26,4.79,22.58,,,65.32,0.27,6.78,,
131262,LMP72,9/23/2014 9:37,4.87,0.56,36.80,0.35,1.66,0.15,3.18,23.40,1.78,2.34,10.54,7.12,2.42,2.50,0.21,5.32,3783.87,
131263,WHB01,9/23/2014 10:21,2.22,1.02,56.17,0.87,3.64,0.06,2.73,36.12,1.67,8.97,28.84,7.67,,11.38,0.13,5.53,4803.34,
131264,SBM0.2,9/23/2014 11:05,1.00,0.11,6.14,0.02,1.58,0.02,1.85,4.32,0.11,0.89,1.57,4.24,,10.40,0.08,5.53,,
131265,DCF03,9/23/2014 10:50,5.32,0.32,10.39,0.13,0.66,0.16,3.03,6.79,0.41,1.02,3.92,6.79,,11.86,0.18,5.32,,
131276,TPB,9/22/2014 11:10,2.54,0.14,4.32,0.04,0.82,0.13,5.19,2.01,0.30,0.55,2.23,6.35,,2.50,0.09,4.07,,
131277,BDC0.30,9/22/2014 15:30,4.06,3.47,22.80,3.38,7.71,0.19,4.74,13.05,7.82,6.19,38.94,7.62,,20.61,0.07,39.35,,
131325,LMP72,9/30/2014 9:35,4.61,0.68,40.21,0.36,1.96,0.12,2.51,25.47,2.04,2.38,10.84,6.80,2.86,14.05,0.31,6.99,1220.30,
131326,WHB01,9/30/2014 10:19,1.57,1.16,53.07,1.03,3.81,0.03,2.17,34.81,1.65,8.56,26.61,7.66,,2.50,0.13,8.24,1788.31,
131327,SBM0.2,9/30/2014 11:10,1.31,0.09,5.34,0.01,1.77,0.02,1.31,3.80,0.21,0.87,1.81,4.96,,10.65,0.07,2.00,,
131328,DCF03,9/30/2014 10:50,5.50,0.37,10.82,0.13,0.71,0.18,3.28,7.41,0.52,1.20,4.57,6.76,,11.00,0.22,6.58,,
131331,TPB,9/29/2014 1:40,2.60,0.14,4.02,0.02,0.84,0.12,4.53,1.68,0.30,0.56,2.24,6.35,,7.97,0.12,2.00,,
131332,BDC0.30,9/29/2014 3:15,1.84,6.14,27.86,5.80,10.41,0.04,1.96,15.26,9.23,7.60,46.99,7.58,,21.26,0.33,5.32,,
131527,LMP72,10/7/2014 10:29,3.89,0.65,39.47,0.50,2.12,0.13,3.42,25.82,2.03,2.41,11.66,,1.41,7.60,0.14,7.89,,
131528,WHB01,10/7/2014 10:45,2.66,0.88,55.50,0.78,3.53,0.08,2.95,35.44,1.82,9.33,29.37,,,16.97,0.08,2.00,2685.96,
131543,DCF03,10/7/2014 14:09,6.49,0.27,10.46,0.06,0.76,0.27,4.21,7.18,0.61,1.04,4.09,,,2.50,0.21,5.74,,
131545,SBM0.2,10/7/2014 14:40,1.01,0.10,4.62,0.01,1.80,0.03,2.68,3.62,0.13,1.06,3.03,,,2.50,0.09,7.89,,
131548,BDC0.30,10/6/2014 1:38,8.49,3.19,22.39,2.12,6.55,0.23,2.72,11.80,8.76,6.52,40.76,7.31,,18.42,1.05,77.36,,
131549,TPB,10/6/2014 3:00,3.88,0.18,4.51,0.01,0.86,0.14,3.63,2.06,0.54,0.59,2.32,6.09,,11.62,0.15,2.00,,
131607,BDC0.30,10/8/2014 12:02,7.07,3.15,22.85,2.94,7.10,0.17,2.37,11.78,8.32,5.81,44.17,,,2.50,0.21,39.93,,
131746,LMP72,10/14/2014 9:40,4.84,0.69,40.42,0.50,2.06,0.16,3.25,26.24,2.34,2.45,12.04,6.91,2.34,21.33,0.17,9.51,2447.64,
131747,WHB01,10/14/2014 10:19,2.62,0.89,54.36,0.78,3.65,0.07,2.68,35.51,2.01,9.15,16.45,7.42,,2.50,0.11,8.10,2628.64,
131748,SBM0.2,10/14/2014 11:13,0.83,0.07,3.39,0.00,1.78,0.02,2.95,3.64,0.09,0.63,1.16,4.88,,2.50,0.07,7.49,,
131749,DCF03,10/14/2014 10:55,5.96,0.22,9.98,0.02,0.63,0.23,3.85,6.21,0.55,0.94,4.14,6.60,,2.50,0.20,5.87,,
131756,BDC0.30,10/13/2014 1:10,5.29,4.05,,,,0.11,2.16,,,,,7.34,,26.76,,27.34,,
131757,TPB,10/13/2014 2:20,2.45,0.12,1.98,0.01,0.84,0.11,4.56,1.87,0.38,0.48,1.46,6.21,,5.38,0.11,5.37,,
131758,HBF,10/14/2014 13:00,,,,,,0.07,,,,,,5.84,,,,,,
131825,WHB01,6/25/2014 15:00,,,45.48,1.30,3.63,,,,,,,,,11.19,,2.00,,
131826,WHB01,6/26/2014 1:00,2.88,1.28,48.39,1.20,3.55,,,,,,,,,2.50,0.08,2.00,,
131827,WHB01,6/26/2014 2:00,3.26,0.79,34.32,,2.48,,,,,,,,,12.38,0.07,4.87,,
131828,WHB01,6/26/2014 3:00,7.63,0.68,,,2.08,,,,,,,,,2.50,0.22,9.34,,
131829,WHB01,6/26/2014 4:00,12.17,0.56,,0.21,1.43,,,,,,,,,7.94,0.34,8.32,,
131830,WHB01,6/26/2014 5:00,11.47,0.60,,0.20,1.72,,,,,,,,,16.42,0.38,15.42,,
131831,WHB01,6/26/2014 6:00,12.87,0.67,31.30,0.16,2.04,,,,,,,,,15.72,0.49,26.58,,
131832,WHB01,6/26/2014 7:00,12.10,0.62,33.24,0.14,2.07,,,,,,,,,12.42,0.46,24.55,,
131833,WHB01,6/26/2014 8:00,11.54,0.57,34.00,0.16,2.30,,,,,,,,,15.08,0.40,22.52,,
131834,WHB01,6/26/2014 13:20,7.46,0.69,40.43,0.39,3.07,,,,,,,,,16.05,0.29,5.28,,
131835,WHB01,8/12/2014 17:15,1.90,1.07,44.37,0.90,3.00,,,,,,,,,5.40,0.16,4.87,,
131836,WHB01,8/13/2014 17:00,12.71,0.64,,0.15,1.09,,,,,,,,420.00,108.59,0.38,84.80,,
131837,WHB01,8/13/2014 18:00,13.40,0.45,,0.10,1.02,,,,,,,,450.67,2.50,0.35,6.90,,
131838,WHB01,8/13/2014 19:00,13.55,0.45,,0.09,0.96,,,,,,,,497.60,2.50,0.36,12.18,,
131839,WHB01,8/14/2014 1:00,14.85,0.50,18.35,0.08,1.51,,,,,,,,,17.77,0.40,10.96,,
131840,WHB01,8/14/2014 2:00,13.26,0.51,21.83,0.09,1.62,,,14.93,1.45,3.59,12.81,,82.75,2.50,0.42,5.28,,
131841,WHB01,8/14/2014 3:00,12.84,0.52,22.94,0.13,1.75,,,,,,,,51.00,2.50,0.39,10.96,,
